Season,TeamName,BoxscoreIndex
2013,Oklahoma City Thunder,201303070NYK
2013,Oklahoma City Thunder,201303080CHA
2013,Oklahoma City Thunder,201303100OKC
2013,Oklahoma City Thunder,201303110SAS
2013,Oklahoma City Thunder,201303130OKC
2013,Oklahoma City Thunder,201303150OKC
2013,Oklahoma City Thunder,201303170DAL
2013,Oklahoma City Thunder,201303190OKC
2013,Oklahoma City Thunder,201303200MEM
2013,Oklahoma City Thunder,201303220ORL
2013,Oklahoma City Thunder,201303240OKC
2013,Oklahoma City Thunder,201303270OKC
2013,Oklahoma City Thunder,201303290MIN
2013,Oklahoma City Thunder,201303300MIL
2013,Oklahoma City Thunder,201304040OKC
2013,Oklahoma City Thunder,201304050IND
2013,Oklahoma City Thunder,201304070OKC
2013,Oklahoma City Thunder,201304090UTA
2013,Oklahoma City Thunder,201304110GSW
2013,Oklahoma City Thunder,201304120POR
2013,Oklahoma City Thunder,201304150OKC
2013,Oklahoma City Thunder,201304170OKC
2013,Oklahoma City Thunder,201304210OKC
2013,Oklahoma City Thunder,201304240OKC
2013,Oklahoma City Thunder,201304270HOU
2013,Oklahoma City Thunder,201304290HOU
2013,Oklahoma City Thunder,201305010OKC
2013,Oklahoma City Thunder,201305030HOU
2013,Oklahoma City Thunder,201305050OKC
2013,Oklahoma City Thunder,201305070OKC
2013,Oklahoma City Thunder,201305110MEM
2013,Oklahoma City Thunder,201305130MEM
2013,Oklahoma City Thunder,201305150OKC
2013,San Antonio Spurs,201210310NOH
2013,San Antonio Spurs,201211010SAS
2013,San Antonio Spurs,201211030SAS
2013,San Antonio Spurs,201211050SAS
2013,San Antonio Spurs,201211070LAC
2013,San Antonio Spurs,201211090SAC
2013,San Antonio Spurs,201211100POR
2013,San Antonio Spurs,201211130LAL
2013,San Antonio Spurs,201211150SAS
2013,San Antonio Spurs,201211170SAS
2013,San Antonio Spurs,201211190SAS
2013,San Antonio Spurs,201211210BOS
2013,San Antonio Spurs,201211230IND
2013,San Antonio Spurs,201211250TOR
2013,San Antonio Spurs,201211260WAS
2013,San Antonio Spurs,201211280ORL
2013,San Antonio Spurs,201211290MIA
2013,San Antonio Spurs,201212010SAS
2013,San Antonio Spurs,201212050SAS
2013,San Antonio Spurs,201212070SAS
2013,San Antonio Spurs,201212080CHA
2013,San Antonio Spurs,201212100HOU
2013,San Antonio Spurs,201212120UTA
2013,San Antonio Spurs,201212130POR
2013,San Antonio Spurs,201212150SAS
2013,San Antonio Spurs,201212170OKC
2013,San Antonio Spurs,201212180DEN
2013,San Antonio Spurs,201212210SAS
2013,San Antonio Spurs,201212230SAS
2013,San Antonio Spurs,201212260SAS
2013,San Antonio Spurs,201212280SAS
2013,San Antonio Spurs,201212300DAL
2013,San Antonio Spurs,201212310SAS
2013,San Antonio Spurs,201301020MIL
2013,San Antonio Spurs,201301030NYK
2013,San Antonio Spurs,201301050SAS
2013,San Antonio Spurs,201301070NOH
2013,San Antonio Spurs,201301090SAS
2013,San Antonio Spurs,201301110MEM
2013,San Antonio Spurs,201301130SAS
2013,San Antonio Spurs,201301160SAS
2013,San Antonio Spurs,201301180SAS
2013,San Antonio Spurs,201301190ATL
2013,San Antonio Spurs,201301210PHI
2013,San Antonio Spurs,201301230SAS
2013,San Antonio Spurs,201301250DAL
2013,San Antonio Spurs,201301260SAS
2013,San Antonio Spurs,201301300SAS
2013,San Antonio Spurs,201302020SAS
2013,San Antonio Spurs,201302060MIN
2013,San Antonio Spurs,201302080DET
2013,San Antonio Spurs,201302100BRK
2013,San Antonio Spurs,201302110CHI
2013,San Antonio Spurs,201302130CLE
2013,San Antonio Spurs,201302190SAC
2013,San Antonio Spurs,201302210LAC
2013,San Antonio Spurs,201302220GSW
2013,San Antonio Spurs,201302240PHO
2013,San Antonio Spurs,201302270SAS
2013,San Antonio Spurs,201303010SAS
2013,San Antonio Spurs,201303030SAS
2013,San Antonio Spurs,201303060SAS
2013,San Antonio Spurs,201303080SAS
2013,San Antonio Spurs,201303110SAS
2013,San Antonio Spurs,201303120MIN
2013,San Antonio Spurs,201303140SAS
2013,San Antonio Spurs,201303160SAS
2013,San Antonio Spurs,201303200SAS
2013,San Antonio Spurs,201303220SAS
2013,San Antonio Spurs,201303240HOU
2013,San Antonio Spurs,201303270SAS
2013,San Antonio Spurs,201303290SAS
2013,San Antonio Spurs,201303310SAS
2013,San Antonio Spurs,201304010MEM
2013,San Antonio Spurs,201304030SAS
2013,San Antonio Spurs,201304040OKC
2013,San Antonio Spurs,201304060SAS
2013,San Antonio Spurs,201304100DEN
2013,San Antonio Spurs,201304120SAS
2013,San Antonio Spurs,201304140LAL
2013,San Antonio Spurs,201304150GSW
2013,San Antonio Spurs,201304170SAS
2013,San Antonio Spurs,201304210SAS
2013,San Antonio Spurs,201304240SAS
2013,San Antonio Spurs,201304260LAL
2013,San Antonio Spurs,201304280LAL
2013,San Antonio Spurs,201305060SAS
2013,San Antonio Spurs,201305080SAS
2013,San Antonio Spurs,201305100GSW
2013,San Antonio Spurs,201305120GSW
2013,San Antonio Spurs,201305140SAS
2013,San Antonio Spurs,201305160GSW
2013,San Antonio Spurs,201305190SAS
2013,San Antonio Spurs,201305210SAS
2013,San Antonio Spurs,201305250MEM
2013,San Antonio Spurs,201305270MEM
2013,San Antonio Spurs,201306060MIA
2013,San Antonio Spurs,201306090MIA
2013,San Antonio Spurs,201306110SAS
2013,San Antonio Spurs,201306130SAS
2013,San Antonio Spurs,201306160SAS
2013,San Antonio Spurs,201306180MIA
2013,San Antonio Spurs,201306200MIA
2013,Miami Heat,201210300MIA
2013,Miami Heat,201211020NYK
2013,Miami Heat,201211030MIA
2013,Miami Heat,201211050MIA
2013,Miami Heat,201211070MIA
2013,Miami Heat,201211090ATL
2013,Miami Heat,201211110MEM
2013,Miami Heat,201211120HOU
2013,Miami Heat,201211140LAC
2013,Miami Heat,201211150DEN
2013,Miami Heat,201211170PHO
2013,Miami Heat,201211210MIA
2013,Miami Heat,201211240MIA
2013,Miami Heat,201211290MIA
2013,Miami Heat,201212010MIA
2013,Miami Heat,201212040WAS
2013,Miami Heat,201212060MIA
2013,Miami Heat,201212080MIA
2013,Miami Heat,201212100MIA
2013,Miami Heat,201212120MIA
2013,Miami Heat,201212150MIA
2013,Miami Heat,201212180MIA
2013,Miami Heat,201212200DAL
2013,Miami Heat,201212220MIA
2013,Miami Heat,201212250MIA
2013,Miami Heat,201212260CHA
2013,Miami Heat,201212280DET
2013,Miami Heat,201212290MIL
2013,Miami Heat,201212310ORL
2013,Miami Heat,201301020MIA
2013,Miami Heat,201301040MIA
2013,Miami Heat,201301060MIA
2013,Miami Heat,201301080IND
2013,Miami Heat,201301100POR
2013,Miami Heat,201301120SAC
2013,Miami Heat,201301140UTA
2013,Miami Heat,201301160GSW
2013,Miami Heat,201301170LAL
2013,Miami Heat,201301230MIA
2013,Miami Heat,201301250MIA
2013,Miami Heat,201301270BOS
2013,Miami Heat,201301300BRK
2013,Miami Heat,201302010IND
2013,Miami Heat,201302030TOR
2013,Miami Heat,201302040MIA
2013,Miami Heat,201302060MIA
2013,Miami Heat,201302080MIA
2013,Miami Heat,201302100MIA
2013,Miami Heat,201302120MIA
2013,Miami Heat,201302140OKC
2013,Miami Heat,201302200ATL
2013,Miami Heat,201302210CHI
2013,Miami Heat,201302230PHI
2013,Miami Heat,201302240MIA
2013,Miami Heat,201302260MIA
2013,Miami Heat,201303010MIA
2013,Miami Heat,201303030NYK
2013,Miami Heat,201303040MIN
2013,Miami Heat,201303060MIA
2013,Miami Heat,201303080MIA
2013,Miami Heat,201303100MIA
2013,Miami Heat,201303120MIA
2013,Miami Heat,201303130PHI
2013,Miami Heat,201303150MIL
2013,Miami Heat,201303170TOR
2013,Miami Heat,201303180BOS
2013,Miami Heat,201303200CLE
2013,Miami Heat,201303220MIA
2013,Miami Heat,201303240MIA
2013,Miami Heat,201303250ORL
2013,Miami Heat,201303270CHI
2013,Miami Heat,201303290NOH
2013,Miami Heat,201303310SAS
2013,Miami Heat,201304020MIA
2013,Miami Heat,201304050CHA
2013,Miami Heat,201304060MIA
2013,Miami Heat,201304090MIA
2013,Miami Heat,201304100WAS
2013,Miami Heat,201304120MIA
2013,Miami Heat,201304140MIA
2013,Miami Heat,201304150CLE
2013,Miami Heat,201304170MIA
2013,Miami Heat,201304210MIA
2013,Miami Heat,201304230MIA
2013,Miami Heat,201304250MIL
2013,Miami Heat,201304280MIL
2013,Miami Heat,201305060MIA
2013,Miami Heat,201305080MIA
2013,Miami Heat,201305100CHI
2013,Miami Heat,201305130CHI
2013,Miami Heat,201305150MIA
2013,Miami Heat,201305220MIA
2013,Miami Heat,201305240MIA
2013,Miami Heat,201305260IND
2013,Miami Heat,201305280IND
2013,Miami Heat,201305300MIA
2013,Miami Heat,201306010IND
2013,Miami Heat,201306030MIA
2013,Miami Heat,201306060MIA
2013,Miami Heat,201306090MIA
2013,Miami Heat,201306110SAS
2013,Miami Heat,201306130SAS
2013,Miami Heat,201306160SAS
2013,Miami Heat,201306180MIA
2013,Miami Heat,201306200MIA
2013,Los Angeles Lakers,201210300LAL
2013,Los Angeles Lakers,201210310POR
2013,Los Angeles Lakers,201211020LAL
2013,Los Angeles Lakers,201211040LAL
2013,Los Angeles Lakers,201211070UTA
2013,Los Angeles Lakers,201211090LAL
2013,Los Angeles Lakers,201211110LAL
2013,Los Angeles Lakers,201211130LAL
2013,Los Angeles Lakers,201211160LAL
2013,Los Angeles Lakers,201211180LAL
2013,Los Angeles Lakers,201211200LAL
2013,Los Angeles Lakers,201211210SAC
2013,Los Angeles Lakers,201211230MEM
2013,Los Angeles Lakers,201211240DAL
2013,Los Angeles Lakers,201211270LAL
2013,Los Angeles Lakers,201211300LAL
2013,Los Angeles Lakers,201212020LAL
2013,Los Angeles Lakers,201212040HOU
2013,Los Angeles Lakers,201212050NOH
2013,Los Angeles Lakers,201212070OKC
2013,Los Angeles Lakers,201212090LAL
2013,Los Angeles Lakers,201212110CLE
2013,Los Angeles Lakers,201212130NYK
2013,Los Angeles Lakers,201212140WAS
2013,Los Angeles Lakers,201212160PHI
2013,Los Angeles Lakers,201212180LAL
2013,Los Angeles Lakers,201212220GSW
2013,Los Angeles Lakers,201212250LAL
2013,Los Angeles Lakers,201212260DEN
2013,Los Angeles Lakers,201212280LAL
2013,Los Angeles Lakers,201301010LAL
2013,Los Angeles Lakers,201301040LAC
2013,Los Angeles Lakers,201301060LAL
2013,Los Angeles Lakers,201301080HOU
2013,Los Angeles Lakers,201301090SAS
2013,Los Angeles Lakers,201301110LAL
2013,Los Angeles Lakers,201301130LAL
2013,Los Angeles Lakers,201301150LAL
2013,Los Angeles Lakers,201301170LAL
2013,Los Angeles Lakers,201301200TOR
2013,Los Angeles Lakers,201301210CHI
2013,Los Angeles Lakers,201301230MEM
2013,Los Angeles Lakers,201301250LAL
2013,Los Angeles Lakers,201301270LAL
2013,Los Angeles Lakers,201301290LAL
2013,Los Angeles Lakers,201301300PHO
2013,Los Angeles Lakers,201302010MIN
2013,Los Angeles Lakers,201302030DET
2013,Los Angeles Lakers,201302050BRK
2013,Los Angeles Lakers,201302070BOS
2013,Los Angeles Lakers,201302080CHA
2013,Los Angeles Lakers,201302100MIA
2013,Los Angeles Lakers,201302120LAL
2013,Los Angeles Lakers,201302140LAL
2013,Los Angeles Lakers,201302200LAL
2013,Los Angeles Lakers,201302220LAL
2013,Los Angeles Lakers,201302240DAL
2013,Los Angeles Lakers,201302250DEN
2013,Los Angeles Lakers,201302280LAL
2013,Los Angeles Lakers,201303030LAL
2013,Los Angeles Lakers,201303050OKC
2013,Los Angeles Lakers,201303060NOH
2013,Los Angeles Lakers,201303080LAL
2013,Los Angeles Lakers,201303100LAL
2013,Los Angeles Lakers,201303120ORL
2013,Los Angeles Lakers,201303130ATL
2013,Los Angeles Lakers,201303150IND
2013,Los Angeles Lakers,201303170LAL
2013,Los Angeles Lakers,201303180PHO
2013,Los Angeles Lakers,201303220LAL
2013,Los Angeles Lakers,201303250GSW
2013,Los Angeles Lakers,201303270MIN
2013,Los Angeles Lakers,201303280MIL
2013,Los Angeles Lakers,201303300SAC
2013,Los Angeles Lakers,201304020LAL
2013,Los Angeles Lakers,201304050LAL
2013,Los Angeles Lakers,201304070LAC
2013,Los Angeles Lakers,201304090LAL
2013,Los Angeles Lakers,201304100POR
2013,Los Angeles Lakers,201304120LAL
2013,Los Angeles Lakers,201304140LAL
2013,Los Angeles Lakers,201304170LAL
2013,Los Angeles Lakers,201304210SAS
2013,Los Angeles Lakers,201304240SAS
2013,Los Angeles Lakers,201304260LAL
2013,Los Angeles Lakers,201304280LAL
2013,Golden State Warriors,201210310PHO
2013,Golden State Warriors,201211020GSW
2013,Golden State Warriors,201211030LAC
2013,Golden State Warriors,201211050SAC
2013,Golden State Warriors,201211070GSW
2013,Golden State Warriors,201211090LAL
2013,Golden State Warriors,201211100GSW
2013,Golden State Warriors,201211140GSW
2013,Golden State Warriors,201211160MIN
2013,Golden State Warriors,201211180OKC
2013,Golden State Warriors,201211190DAL
2013,Golden State Warriors,201211210GSW
2013,Golden State Warriors,201211230DEN
2013,Golden State Warriors,201211240GSW
2013,Golden State Warriors,201211290GSW
2013,Golden State Warriors,201212010GSW
2013,Golden State Warriors,201212030GSW
2013,Golden State Warriors,201212050DET
2013,Golden State Warriors,201212070BRK
2013,Golden State Warriors,201212080WAS
2013,Golden State Warriors,201212100CHA
2013,Golden State Warriors,201212120MIA
2013,Golden State Warriors,201212140ORL
2013,Golden State Warriors,201212150ATL
2013,Golden State Warriors,201212180GSW
2013,Golden State Warriors,201212190SAC
2013,Golden State Warriors,201212210GSW
2013,Golden State Warriors,201212220GSW
2013,Golden State Warriors,201212260UTA
2013,Golden State Warriors,201212280GSW
2013,Golden State Warriors,201212290GSW
2013,Golden State Warriors,201301020GSW
2013,Golden State Warriors,201301050LAC
2013,Golden State Warriors,201301090GSW
2013,Golden State Warriors,201301110GSW
2013,Golden State Warriors,201301130DEN
2013,Golden State Warriors,201301160GSW
2013,Golden State Warriors,201301180SAS
2013,Golden State Warriors,201301190NOH
2013,Golden State Warriors,201301210GSW
2013,Golden State Warriors,201301230GSW
2013,Golden State Warriors,201301250CHI
2013,Golden State Warriors,201301260MIL
2013,Golden State Warriors,201301280TOR
2013,Golden State Warriors,201301290CLE
2013,Golden State Warriors,201301310GSW
2013,Golden State Warriors,201302020GSW
2013,Golden State Warriors,201302050HOU
2013,Golden State Warriors,201302060OKC
2013,Golden State Warriors,201302080MEM
2013,Golden State Warriors,201302090DAL
2013,Golden State Warriors,201302120GSW
2013,Golden State Warriors,201302190UTA
2013,Golden State Warriors,201302200GSW
2013,Golden State Warriors,201302220GSW
2013,Golden State Warriors,201302240MIN
2013,Golden State Warriors,201302260IND
2013,Golden State Warriors,201302270NYK
2013,Golden State Warriors,201303010BOS
2013,Golden State Warriors,201303020PHI
2013,Golden State Warriors,201303040GSW
2013,Golden State Warriors,201303060GSW
2013,Golden State Warriors,201303080GSW
2013,Golden State Warriors,201303090GSW
2013,Golden State Warriors,201303110GSW
2013,Golden State Warriors,201303130GSW
2013,Golden State Warriors,201303150GSW
2013,Golden State Warriors,201303170HOU
2013,Golden State Warriors,201303180NOH
2013,Golden State Warriors,201303200SAS
2013,Golden State Warriors,201303230GSW
2013,Golden State Warriors,201303250GSW
2013,Golden State Warriors,201303270GSW
2013,Golden State Warriors,201303300GSW
2013,Golden State Warriors,201304030GSW
2013,Golden State Warriors,201304050PHO
2013,Golden State Warriors,201304070GSW
2013,Golden State Warriors,201304090GSW
2013,Golden State Warriors,201304110GSW
2013,Golden State Warriors,201304120LAL
2013,Golden State Warriors,201304150GSW
2013,Golden State Warriors,201304170POR
2013,Golden State Warriors,201304200DEN
2013,Golden State Warriors,201304230DEN
2013,Golden State Warriors,201304260GSW
2013,Golden State Warriors,201304280GSW
2013,Golden State Warriors,201304300DEN
2013,Golden State Warriors,201305020GSW
2013,Golden State Warriors,201305060SAS
2013,Golden State Warriors,201305080SAS
2013,Golden State Warriors,201305100GSW
2013,Golden State Warriors,201305120GSW
2013,Golden State Warriors,201305140SAS
2013,Golden State Warriors,201305160GSW
2013,Dallas Mavericks,201210300LAL
2013,Dallas Mavericks,201210310UTA
2013,Dallas Mavericks,201211030DAL
2013,Dallas Mavericks,201211050DAL
2013,Dallas Mavericks,201211070DAL
2013,Dallas Mavericks,201211090NYK
2013,Dallas Mavericks,201211100CHA
2013,Dallas Mavericks,201211120DAL
2013,Dallas Mavericks,201211140DAL
2013,Dallas Mavericks,201211160IND
2013,Dallas Mavericks,201211170CLE
2013,Dallas Mavericks,201211190DAL
2013,Dallas Mavericks,201211210DAL
2013,Dallas Mavericks,201211240DAL
2013,Dallas Mavericks,201211270PHI
2013,Dallas Mavericks,201211280CHI
2013,Dallas Mavericks,201212010DAL
2013,Dallas Mavericks,201212050LAC
2013,Dallas Mavericks,201212060PHO
2013,Dallas Mavericks,201212080HOU
2013,Dallas Mavericks,201212100DAL
2013,Dallas Mavericks,201212120BOS
2013,Dallas Mavericks,201212140TOR
2013,Dallas Mavericks,201212150MIN
2013,Dallas Mavericks,201212180DAL
2013,Dallas Mavericks,201212200DAL
2013,Dallas Mavericks,201212210MEM
2013,Dallas Mavericks,201212230SAS
2013,Dallas Mavericks,201212270OKC
2013,Dallas Mavericks,201212280DAL
2013,Dallas Mavericks,201212300DAL
2013,Dallas Mavericks,201301010WAS
2013,Dallas Mavericks,201301020MIA
2013,Dallas Mavericks,201301050DAL
2013,Dallas Mavericks,201301070UTA
2013,Dallas Mavericks,201301090LAC
2013,Dallas Mavericks,201301100SAC
2013,Dallas Mavericks,201301120DAL
2013,Dallas Mavericks,201301140DAL
2013,Dallas Mavericks,201301160DAL
2013,Dallas Mavericks,201301180DAL
2013,Dallas Mavericks,201301200ORL
2013,Dallas Mavericks,201301250DAL
2013,Dallas Mavericks,201301270DAL
2013,Dallas Mavericks,201301290POR
2013,Dallas Mavericks,201301310GSW
2013,Dallas Mavericks,201302010PHO
2013,Dallas Mavericks,201302040OKC
2013,Dallas Mavericks,201302060DAL
2013,Dallas Mavericks,201302090DAL
2013,Dallas Mavericks,201302110DAL
2013,Dallas Mavericks,201302130DAL
2013,Dallas Mavericks,201302200DAL
2013,Dallas Mavericks,201302220NOH
2013,Dallas Mavericks,201302240DAL
2013,Dallas Mavericks,201302260DAL
2013,Dallas Mavericks,201302270MEM
2013,Dallas Mavericks,201303010BRK
2013,Dallas Mavericks,201303030HOU
2013,Dallas Mavericks,201303060DAL
2013,Dallas Mavericks,201303080DET
2013,Dallas Mavericks,201303100MIN
2013,Dallas Mavericks,201303120MIL
2013,Dallas Mavericks,201303140SAS
2013,Dallas Mavericks,201303150DAL
2013,Dallas Mavericks,201303170DAL
2013,Dallas Mavericks,201303180ATL
2013,Dallas Mavericks,201303200DAL
2013,Dallas Mavericks,201303220DAL
2013,Dallas Mavericks,201303240DAL
2013,Dallas Mavericks,201303260DAL
2013,Dallas Mavericks,201303280DAL
2013,Dallas Mavericks,201303300DAL
2013,Dallas Mavericks,201304020LAL
2013,Dallas Mavericks,201304040DEN
2013,Dallas Mavericks,201304050SAC
2013,Dallas Mavericks,201304070POR
2013,Dallas Mavericks,201304100DAL
2013,Dallas Mavericks,201304120DAL
2013,Dallas Mavericks,201304140NOH
2013,Dallas Mavericks,201304150DAL
2013,Dallas Mavericks,201304170DAL
2013,Los Angeles Clippers,201210310LAC
2013,Los Angeles Clippers,201211020LAL
2013,Los Angeles Clippers,201211030LAC
2013,Los Angeles Clippers,201211050LAC
2013,Los Angeles Clippers,201211070LAC
2013,Los Angeles Clippers,201211080POR
2013,Los Angeles Clippers,201211110LAC
2013,Los Angeles Clippers,201211140LAC
2013,Los Angeles Clippers,201211170LAC
2013,Los Angeles Clippers,201211190SAS
2013,Los Angeles Clippers,201211210OKC
2013,Los Angeles Clippers,201211230BRK
2013,Los Angeles Clippers,201211240ATL
2013,Los Angeles Clippers,201211260LAC
2013,Los Angeles Clippers,201211280LAC
2013,Los Angeles Clippers,201212010LAC
2013,Los Angeles Clippers,201212030UTA
2013,Los Angeles Clippers,201212050LAC
2013,Los Angeles Clippers,201212080LAC
2013,Los Angeles Clippers,201212090LAC
2013,Los Angeles Clippers,201212110CHI
2013,Los Angeles Clippers,201212120CHA
2013,Los Angeles Clippers,201212150MIL
2013,Los Angeles Clippers,201212170DET
2013,Los Angeles Clippers,201212190LAC
2013,Los Angeles Clippers,201212210LAC
2013,Los Angeles Clippers,201212230PHO
2013,Los Angeles Clippers,201212250LAC
2013,Los Angeles Clippers,201212270LAC
2013,Los Angeles Clippers,201212280UTA
2013,Los Angeles Clippers,201212300LAC
2013,Los Angeles Clippers,201301010DEN
2013,Los Angeles Clippers,201301020GSW
2013,Los Angeles Clippers,201301040LAC
2013,Los Angeles Clippers,201301050LAC
2013,Los Angeles Clippers,201301090LAC
2013,Los Angeles Clippers,201301120LAC
2013,Los Angeles Clippers,201301140MEM
2013,Los Angeles Clippers,201301150HOU
2013,Los Angeles Clippers,201301170MIN
2013,Los Angeles Clippers,201301190LAC
2013,Los Angeles Clippers,201301210GSW
2013,Los Angeles Clippers,201301220LAC
2013,Los Angeles Clippers,201301240PHO
2013,Los Angeles Clippers,201301260POR
2013,Los Angeles Clippers,201301270LAC
2013,Los Angeles Clippers,201301300MIN
2013,Los Angeles Clippers,201302010TOR
2013,Los Angeles Clippers,201302030BOS
2013,Los Angeles Clippers,201302040WAS
2013,Los Angeles Clippers,201302060ORL
2013,Los Angeles Clippers,201302080MIA
2013,Los Angeles Clippers,201302100NYK
2013,Los Angeles Clippers,201302110PHI
2013,Los Angeles Clippers,201302130LAC
2013,Los Angeles Clippers,201302140LAL
2013,Los Angeles Clippers,201302210LAC
2013,Los Angeles Clippers,201302230LAC
2013,Los Angeles Clippers,201302260LAC
2013,Los Angeles Clippers,201302280IND
2013,Los Angeles Clippers,201303010CLE
2013,Los Angeles Clippers,201303030LAC
2013,Los Angeles Clippers,201303060LAC
2013,Los Angeles Clippers,201303070DEN
2013,Los Angeles Clippers,201303100LAC
2013,Los Angeles Clippers,201303130LAC
2013,Los Angeles Clippers,201303170LAC
2013,Los Angeles Clippers,201303190SAC
2013,Los Angeles Clippers,201303200LAC
2013,Los Angeles Clippers,201303230LAC
2013,Los Angeles Clippers,201303260DAL
2013,Los Angeles Clippers,201303270NOH
2013,Los Angeles Clippers,201303290SAS
2013,Los Angeles Clippers,201303300HOU
2013,Los Angeles Clippers,201304010LAC
2013,Los Angeles Clippers,201304030LAC
2013,Los Angeles Clippers,201304070LAC
2013,Los Angeles Clippers,201304100LAC
2013,Los Angeles Clippers,201304120NOH
2013,Los Angeles Clippers,201304130MEM
2013,Los Angeles Clippers,201304160LAC
2013,Los Angeles Clippers,201304170SAC
2013,Los Angeles Clippers,201304200LAC
2013,Los Angeles Clippers,201304220LAC
2013,Los Angeles Clippers,201304250MEM
2013,Los Angeles Clippers,201304270MEM
2013,Los Angeles Clippers,201304300LAC
2013,Los Angeles Clippers,201305030MEM
2013,Sacramento Kings,201210310CHI
2013,Sacramento Kings,201211020MIN
2013,Sacramento Kings,201211030IND
2013,Sacramento Kings,201211050SAC
2013,Sacramento Kings,201211070SAC
2013,Sacramento Kings,201211090SAC
2013,Sacramento Kings,201211110LAL
2013,Sacramento Kings,201211130SAC
2013,Sacramento Kings,201211160SAC
2013,Sacramento Kings,201211180SAC
2013,Sacramento Kings,201211210SAC
2013,Sacramento Kings,201211230UTA
2013,Sacramento Kings,201211240SAC
2013,Sacramento Kings,201211270SAC
2013,Sacramento Kings,201211300SAC
2013,Sacramento Kings,201212010LAC
2013,Sacramento Kings,201212050SAC
2013,Sacramento Kings,201212070SAC
2013,Sacramento Kings,201212080POR
2013,Sacramento Kings,201212100DAL
2013,Sacramento Kings,201212120MIL
2013,Sacramento Kings,201212140OKC
2013,Sacramento Kings,201212160SAC
2013,Sacramento Kings,201212170PHO
2013,Sacramento Kings,201212190SAC
2013,Sacramento Kings,201212210LAC
2013,Sacramento Kings,201212230SAC
2013,Sacramento Kings,201212260POR
2013,Sacramento Kings,201212280SAC
2013,Sacramento Kings,201212300SAC
2013,Sacramento Kings,201301010DET
2013,Sacramento Kings,201301020CLE
2013,Sacramento Kings,201301040TOR
2013,Sacramento Kings,201301050BRK
2013,Sacramento Kings,201301070SAC
2013,Sacramento Kings,201301100SAC
2013,Sacramento Kings,201301120SAC
2013,Sacramento Kings,201301140SAC
2013,Sacramento Kings,201301160SAC
2013,Sacramento Kings,201301180MEM
2013,Sacramento Kings,201301190CHA
2013,Sacramento Kings,201301210NOH
2013,Sacramento Kings,201301230SAC
2013,Sacramento Kings,201301250SAC
2013,Sacramento Kings,201301260DEN
2013,Sacramento Kings,201301280WAS
2013,Sacramento Kings,201301300BOS
2013,Sacramento Kings,201302010PHI
2013,Sacramento Kings,201302020NYK
2013,Sacramento Kings,201302040UTA
2013,Sacramento Kings,201302090SAC
2013,Sacramento Kings,201302100SAC
2013,Sacramento Kings,201302120MEM
2013,Sacramento Kings,201302130DAL
2013,Sacramento Kings,201302190SAC
2013,Sacramento Kings,201302220ATL
2013,Sacramento Kings,201302240NOH
2013,Sacramento Kings,201302260MIA
2013,Sacramento Kings,201302270ORL
2013,Sacramento Kings,201303010SAS
2013,Sacramento Kings,201303030SAC
2013,Sacramento Kings,201303050SAC
2013,Sacramento Kings,201303060GSW
2013,Sacramento Kings,201303080SAC
2013,Sacramento Kings,201303100SAC
2013,Sacramento Kings,201303130SAC
2013,Sacramento Kings,201303170LAL
2013,Sacramento Kings,201303190SAC
2013,Sacramento Kings,201303210SAC
2013,Sacramento Kings,201303230DEN
2013,Sacramento Kings,201303240SAC
2013,Sacramento Kings,201303270GSW
2013,Sacramento Kings,201303280PHO
2013,Sacramento Kings,201303300SAC
2013,Sacramento Kings,201304030SAC
2013,Sacramento Kings,201304050SAC
2013,Sacramento Kings,201304070SAC
2013,Sacramento Kings,201304100SAC
2013,Sacramento Kings,201304120SAS
2013,Sacramento Kings,201304140HOU
2013,Sacramento Kings,201304150OKC
2013,Sacramento Kings,201304170SAC
2013,New York Knicks,201211020NYK
2013,New York Knicks,201211040NYK
2013,New York Knicks,201211050PHI
2013,New York Knicks,201211090NYK
2013,New York Knicks,201211130ORL
2013,New York Knicks,201211150SAS
2013,New York Knicks,201211160MEM
2013,New York Knicks,201211180NYK
2013,New York Knicks,201211200NOH
2013,New York Knicks,201211210DAL
2013,New York Knicks,201211230HOU
2013,New York Knicks,201211250NYK
2013,New York Knicks,201211260BRK
2013,New York Knicks,201211280MIL
2013,New York Knicks,201211300NYK
2013,New York Knicks,201212020NYK
2013,New York Knicks,201212050CHA
2013,New York Knicks,201212060MIA
2013,New York Knicks,201212080CHI
2013,New York Knicks,201212090NYK
2013,New York Knicks,201212110BRK
2013,New York Knicks,201212130NYK
2013,New York Knicks,201212150NYK
2013,New York Knicks,201212170NYK
2013,New York Knicks,201212190NYK
2013,New York Knicks,201212210NYK
2013,New York Knicks,201212230NYK
2013,New York Knicks,201212250LAL
2013,New York Knicks,201212260PHO
2013,New York Knicks,201212280SAC
2013,New York Knicks,201301010NYK
2013,New York Knicks,201301030NYK
2013,New York Knicks,201301050ORL
2013,New York Knicks,201301070NYK
2013,New York Knicks,201301100IND
2013,New York Knicks,201301110NYK
2013,New York Knicks,201301130NYK
2013,New York Knicks,201301170DET
2013,New York Knicks,201301210NYK
2013,New York Knicks,201301240BOS
2013,New York Knicks,201301260PHI
2013,New York Knicks,201301270NYK
2013,New York Knicks,201301300NYK
2013,New York Knicks,201302010NYK
2013,New York Knicks,201302020NYK
2013,New York Knicks,201302040NYK
2013,New York Knicks,201302060WAS
